CNPJ	DATA_REF	CS_ALVO
23208574000155	2017-01	0
17891186000119	2016-12	0
25108313000199	2016-10	0
20777110000171	2016-10	0
68210434000150	2016-09	0
22053909000140	2016-12	0
17173620000125	2017-01	0
3083430000102	2017-03	0
1231785000176	2017-05	0
22490428000100	2016-11	1
23410494000188	2017-04	1
19828452000194	2016-12	1
5253613000154	2016-11	0
21435296000143	2017-02	0
13633491000150	2017-05	0
3673181000105	2016-12	0
7534251000103	2016-11	0
3259225000155	2016-08	0
5565836000157	2017-03	0
82458068000183	2016-12	0
4645492000123	2017-03	0
6052924000118	2017-04	0
21082274000147	2016-11	0
18355413000154	2017-04	1
24101334000110	2016-11	0
25050680000189	2016-08	0
85326171000168	2017-03	0
24122845000118	2016-10	1
4476152000116	2016-12	0
4380544000187	2016-12	1
5974267000101	2017-04	0
7100298000150	2016-12	0
23586940000100	2017-04	0
22342328000129	2016-07	1
58171760000141	2017-06	0
5378285000112	2017-02	0
11387068000191	2016-10	0
9156539000109	2017-05	0
24616779000132	2016-08	0
20027103000152	2016-12	0
26837535000105	2017-03	0
85389450000170	2016-09	0
23106548000116	2016-12	0
13086976000170	2016-09	0
35895473000189	2016-11	1
575184000118	2017-05	0
21054404000138	2017-01	0
8139304000146	2016-11	0
20005338000143	2017-06	0
8625175000104	2016-11	1
81615205000183	2017-05	1
12276436000197	2016-08	0
23973982000101	2016-12	0
69580000173	2016-08	0
24779560000154	2017-06	0
18794237000157	2017-03	0
10554270000106	2016-08	0
13266883000128	2017-04	1
15295744000158	2017-01	0
4958533000131	2016-11	0
18037968000158	2016-11	0
1180185000126	2017-04	0
24039641000118	2016-10	0
18919730000156	2017-06	0
6335698000182	2016-10	0
24846077000145	2016-09	0
17042969000128	2017-04	0
3567089000160	2017-01	0
8854877000151	2017-05	0
23398259000138	2017-02	0
16416647000139	2016-10	0
27084244000156	2017-03	1
243888000193	2017-04	0
61500765000185	2017-04	0
13199359000181	2017-03	0
10572977000137	2016-11	0
1100875000209	2017-04	0
268040000119	2016-11	0
24770715000191	2016-11	0
1505549000109	2016-11	0
21674454000118	2017-05	0
11776771000191	2017-03	0
8178641000142	2016-09	0
3355713000166	2017-02	0
10372690000163	2016-09	0
19968525000143	2017-05	0
20248471000120	2017-04	0
4162504000169	2016-09	1
35864461000197	2016-09	0
10405349000167	2016-11	0
11074264000106	2017-04	0
4367896000100	2017-04	0
93093557000103	2017-04	1
19244909000113	2017-02	0
65598328000105	2016-12	0
5945510000155	2017-01	0
14823854000182	2017-03	1
3089020000179	2016-10	0
10437272000107	2016-09	0
10448589000149	2016-12	0
78903200000141	2017-04	0
15417999000146	2017-01	1
8949628000140	2017-03	0
5400529000116	2017-01	0
18300490000107	2017-06	0
5277453000183	2016-10	0
82522145000117	2016-08	0
6123591000170	2016-10	0
90180621000278	2017-04	0
27489588000145	2017-01	0
17366876000159	2016-07	0
26349679000112	2017-04	0
7524009000140	2016-11	0
4905221000160	2016-10	0
21280944000130	2017-01	0
10320481000176	2016-12	1
9481653000104	2016-07	0
8681916000166	2017-02	0
4917516000156	2016-12	0
13327412000182	2016-08	0
13987336000131	2017-03	0
5678702000142	2017-06	0
75799056000157	2017-05	0
14359820000189	2016-08	1
7236161000128	2017-05	0
9485284000128	2017-01	0
96275706000135	2017-01	0
6165967000100	2016-08	0
21931235000177	2017-05	0
3288488000192	2016-11	0
24375066000124	2017-01	0
20131534000164	2016-07	0
8342536000105	2017-05	0
1212767000147	2016-11	0
336878000100	2017-01	0
85319788000156	2017-04	0
11746105000100	2016-10	0
13349358000176	2016-11	0
97519064000135	2016-09	0
20277023000155	2016-11	0
16101630000192	2017-02	0
33664210000133	2017-02	0
10890132000190	2017-02	0
5063085000170	2017-06	0
23737637000160	2016-12	0
24343000196	2016-08	0
10710709000134	2017-01	0
24377502000102	2016-12	0
9676793000138	2017-01	0
18411111000156	2016-11	0
22405610000108	2016-07	0
23017186000197	2017-03	0
10670653000131	2017-05	0
2513623000193	2016-09	0
59502450000125	2016-12	0
10630423000149	2017-02	0
11262528000155	2017-02	0
23706723000106	2016-11	0
5567058000135	2016-08	0
9091792000121	2017-04	1
390103000105	2016-11	0
302268000188	2016-08	0
2447960000120	2017-05	0
63875835000105	2016-12	1
20397498000185	2017-02	0
12399923000147	2017-03	0
18519177000164	2017-04	0
26050107000138	2016-08	0
17985890000130	2016-11	0
790821000179	2017-03	0
10863625000130	2017-05	0
18517587000176	2016-09	0
4359955000190	2016-08	0
26939429000132	2016-11	0
12632850000191	2017-05	0
6202334000124	2016-11	1
11619110000152	2017-05	0
11895994000178	2016-09	1
505137000106	2016-09	0
2166380000164	2016-12	0
26283113000135	2017-01	0
7115699000184	2016-09	0
74534769000126	2017-01	0
3328139000157	2016-10	0
16863101000126	2016-08	0
39369582000113	2016-11	0
11299889000176	2017-02	0
6968439000199	2016-11	0
23707695000141	2017-03	0
21272048000129	2017-02	0
49524390000198	2017-01	0
7169605000150	2016-12	0
62619168000137	2016-11	0
20200615000179	2016-07	0
15100492000164	2016-12	0
27593465000150	2016-08	0
33100140000190	2017-03	0
24273693000154	2017-05	0
18379816000133	2017-02	0
23950579000159	2017-02	0
24786663000141	2016-11	1
65875650000126	2017-02	0
29203742000104	2017-05	0
9401947000189	2016-08	0
23546216000152	2017-02	0
33440892000109	2016-12	0
9437166000144	2016-10	0
3773307000113	2016-11	0
9513223000127	2017-01	0
4774912000171	2016-08	0
85500775000189	2016-10	0
24406375000114	2017-01	0
12703059000125	2017-02	0
44908978000121	2016-12	0
22397856000185	2017-05	0
18853845000195	2017-03	1
4677941000115	2016-09	0
68292622000174	2017-04	0
11846470000197	2016-11	0
15353655000110	2017-02	0
82688128000154	2017-02	0
72221658000134	2017-06	0
11169153000183	2017-01	0
4164071000180	2017-05	0
21309896000165	2016-08	0
11184945000127	2016-12	0
6460711000125	2017-03	0
24919960000118	2016-09	0
24904915000190	2016-08	0
5011428000153	2016-09	0
4542913000190	2017-01	0
14910382000103	2016-12	0
5501455000104	2017-03	0
16571550000109	2017-01	1
21433680000107	2017-06	0
10910078000105	2016-08	0
13069306000146	2017-04	0
54741913000198	2016-08	0
53608642000134	2017-04	0
6096520000126	2016-11	0
12139279000178	2017-01	1
21746035000144	2016-12	0
15081696000103	2016-07	0
89505135000384	2016-09	0
22439593000120	2016-11	0
371687000171	2016-08	0
7419875000171	2017-04	1
53262457000564	2017-01	0
21301669000193	2017-06	0
13720747000166	2016-11	0
33045980000106	2016-10	0
6255782000196	2016-10	0
11909230000194	2016-11	0
51549426000130	2016-11	0
1293744000104	2016-11	0
19115408000137	2016-11	0
15527715000174	2016-08	0
22209759000111	2016-09	0
44137024000162	2017-02	0
9101664000111	2016-08	0
3531590000177	2016-09	1
2834250000152	2017-06	0
24408531000186	2017-06	0
13022838000128	2016-08	0
3437505000106	2017-06	1
8628652000187	2017-01	1
62114947000180	2016-10	0
64797152000140	2016-07	1
4043179000115	2016-08	0
12408921000177	2016-10	0
4360634000106	2017-05	1
23517929000198	2017-01	0
6952166000194	2017-05	0
18683313000157	2017-02	1
2031555000126	2017-05	0
21899074000181	2017-02	0
7632544000115	2017-06	0
10625116000170	2016-09	0
11981669000128	2017-05	1
27506217000124	2016-07	0
210121000168	2017-05	0
11021731000130	2017-01	0
8064872000125	2017-01	0
3936741000177	2016-07	0
17256766000134	2017-06	0
2612469000107	2016-12	0
20256683000150	2017-05	0
17613638000109	2017-03	0
8222452000120	2017-02	0
3102032000196	2016-08	0
2303679000113	2016-11	0
148722000198	2016-08	0
20467027000104	2017-03	0
21180235000182	2016-11	0
5913631000115	2016-12	0
4572694000192	2017-02	0
9380794000130	2017-05	0
24661022000160	2017-01	1
53438560000199	2016-09	0
24377549000168	2016-12	0
16644874000111	2017-04	0
84821289000108	2017-04	0
20261085000179	2016-10	0
4818948000100	2016-12	0
12677950000134	2016-08	0
27391015000184	2016-12	0
31230048000110	2016-08	0
18932473000192	2017-05	0
11009390000187	2016-08	0
23634467000199	2016-11	0
23724387000124	2016-10	0
2877398000174	2017-04	0
24577838000100	2017-05	0
22464613000112	2017-02	0
21611939000162	2016-12	0
6263725000159	2017-03	0
14274669000186	2017-05	0
31818537000197	2016-08	0
24818789000150	2016-10	0
90008160000170	2016-11	0
11301197000115	2017-01	1
17333704000340	2016-11	0
9225691000104	2016-09	0
2282183000100	2017-02	0
815903000120	2016-08	0
6196504000105	2016-09	0
14355563000107	2016-11	0
27990910000115	2017-03	0
67244863000185	2016-07	1
13410066000100	2016-08	0
24099778000168	2016-08	0
54259205000115	2016-08	0
18885596000110	2017-02	0
8721682000133	2016-08	0
10810213000132	2016-11	0
23179371000188	2016-12	0
18969788000104	2016-10	0
7605075000145	2016-10	0
4000767000171	2017-05	0
23315444000111	2017-05	0
23706519000195	2016-10	0
10466680000197	2017-04	0
43885748000121	2017-03	0
5568673000166	2017-01	0
26620097000129	2017-02	0
71617000106	2017-05	0
33381286000151	2016-12	0
75690222000182	2016-11	0
9014102000130	2016-12	0
3199909000109	2017-06	0
22576048000185	2017-02	0
18866043000110	2017-05	0
9129940000150	2016-10	0
4578062000136	2016-12	0
8175999000111	2017-01	0
28612984000180	2017-05	0
23381177000180	2016-09	1
24334057000195	2016-07	0
21895733000101	2016-10	1
16943446000190	2016-12	0
6959577000101	2017-06	0
15506718000121	2016-12	1
67068122000190	2017-04	0
11195748000103	2017-01	0
11486884000152	2017-05	0
15209217000183	2016-12	0
23023698000166	2017-04	0
24237343000132	2016-09	0
25136108000137	2017-03	1
22257275000148	2017-02	0
6318458000170	2017-05	0
26279319000191	2016-08	0
10243694000141	2017-03	0
53729562000137	2016-09	0
8382936000136	2016-10	0
21049741000137	2017-01	0
10489126000125	2016-12	0
92777671000181	2017-01	0
17545584000183	2016-12	0
24951582000150	2016-10	0
12667811000120	2016-07	0
50965383000100	2016-08	0
21071389000136	2016-09	0
14807610000106	2017-05	0
15102471000188	2016-08	0
24554105000150	2016-11	0
2835134000158	2017-05	0
24842200000150	2017-02	0
19709649000104	2016-08	0
24858248000156	2017-02	0
614468000176	2017-03	0
10380261000138	2016-11	0
11623659000110	2016-08	0
4416886000100	2017-04	0
4980386000104	2016-08	0
42282079000130	2017-01	0
73171811000129	2017-01	0
26061298000133	2017-03	0
5386183000149	2017-04	0
79468401000120	2016-10	0
6066170000155	2017-04	0
19031677000115	2017-01	0
8570823000164	2016-09	0
24650722000150	2017-01	0
10519873000169	2017-04	0
8599179000157	2016-12	0
21885245000113	2016-10	0
1836357001653	2017-04	0
22182277000115	2017-04	0
20956028000104	2016-11	0
10140494000163	2017-02	1
57621500000168	2016-07	1
38648671000136	2017-06	0
53593745000178	2016-11	0
10249199000140	2016-11	0
21868892000117	2017-04	0
20879851000163	2017-03	0
23011176000144	2016-12	1
18483175000162	2016-08	0
18191737000102	2016-07	0
24876499000163	2017-05	0
48679203000182	2016-07	0
18471899000196	2016-11	0
523724000110	2017-06	0
4589401000180	2017-02	0
11103536000159	2017-02	0
11154158000132	2017-04	0
19098651000194	2016-11	0
34852012000166	2016-09	0
14801505000160	2017-05	0
11044144000247	2017-04	0
20463675000184	2016-09	1
41012980000120	2017-01	0
15583915000144	2016-08	0
12787616000133	2016-09	0
6271074000149	2017-01	0
11763966000105	2016-07	0
54296587000157	2017-05	0
14667671000115	2016-10	0
9649075000172	2017-03	0
58028630000154	2017-02	0
10561296000173	2016-11	0
10347572000103	2017-04	0
9459430000140	2016-07	0
21339384000141	2016-09	0
15465340000165	2017-01	0
22378405000109	2017-05	0
24756476000115	2017-02	0
23566468000143	2017-03	1
24298939000142	2016-09	0
6773067000145	2016-09	0
26591816000120	2016-11	0
24270978000131	2017-03	0
10281405000107	2016-07	0
62837729000174	2017-03	0
17214796000188	2016-12	0
7551027000111	2016-08	0
3522928000124	2017-05	0
5944291000190	2017-01	0
3683340000152	2017-06	0
14038300000174	2017-06	0
26699923000177	2017-02	1
1488322000194	2016-08	0
3766525000120	2017-04	0
24338878000108	2016-12	0
1283953000177	2017-02	0
24103119000158	2017-02	1
24810235000107	2017-02	0
6190099000118	2017-01	0
7939764000196	2017-03	0
5087578000140	2016-08	0
11087647000119	2016-10	0
12423218000138	2016-08	0
6183349000192	2017-02	0
22939181000159	2016-09	0
2979213000132	2016-07	0
15175513000100	2017-04	0
5355883000176	2017-05	0
20031953000124	2016-09	0
4053660000191	2017-04	0
10649808000158	2017-01	0
5883336000163	2016-11	0
22220933000127	2016-08	0
26344682000143	2016-11	1
14218924000173	2016-08	0
17283218000101	2016-10	0
14208889000101	2017-06	0
772225000166	2016-09	0
2272039000193	2017-04	1
74680034000100	2017-05	0
73065385000149	2016-10	0
10356438000160	2017-05	0
45899358000136	2017-02	0
17252148000116	2016-11	1
24271939000159	2016-11	0
86886496000168	2016-08	0
10587487000104	2017-01	1
3322101000177	2016-10	0
18662340000143	2017-05	0
15375113000149	2017-05	0
14463784000107	2017-05	0
12015008000100	2017-04	0
24297382000125	2017-02	0
44740322000142	2017-03	0
24307783000119	2016-12	0
71996649000152	2017-04	0
6095056000153	2017-04	0
7488555000173	2016-12	0
16861520000129	2016-11	0
4415099000143	2017-01	0
94149218000156	2016-12	0
25270303000155	2016-09	0
15390656000135	2016-10	0
19030788000107	2016-12	0
26319056000105	2017-02	0
19821938000109	2016-10	0
23654668000158	2017-02	1
15429018000180	2017-05	0
765349000114	2016-10	0
13349297000147	2016-11	1
1648315000102	2016-07	0
26856667000184	2016-08	0
16766152000130	2016-09	0
16550660000186	2017-03	0
26433397000107	2017-04	0
8668172000140	2017-05	0
7154902000121	2017-01	0
11827159000109	2016-08	0
60998234000100	2017-04	0
19761095000194	2016-08	0
7782240000134	2017-06	1
5315396000180	2016-11	0
23140518000126	2017-03	1
22331898000113	2016-11	0
7525269000130	2017-06	0
3055717000129	2017-02	0
3643866000109	2017-03	0
27445830000189	2016-12	1
903262000166	2017-01	0
13555971000140	2017-01	1
938980000178	2017-03	0
70788000102	2017-02	1
24741246000182	2017-01	0
21158975000112	2017-01	0
22380047000160	2016-10	0
3010577000172	2016-10	0
17843146000100	2016-07	0
6159472000178	2016-09	0
24735365000122	2016-10	0
26190291000111	2017-01	0
87781993000164	2017-02	0
14246925000121	2016-12	1
15558469000118	2017-04	1
2040852000138	2016-09	0
20028523000153	2017-05	1
23169107000163	2017-01	0
6152229000128	2017-06	0
52923216000122	2017-05	0
8675140000171	2017-02	0
949681000139	2017-05	0
8539087000181	2017-03	0
9072520000184	2017-04	0
93055000193	2017-04	0
19372745000100	2017-06	0
15929702000121	2017-03	0
12409365000153	2017-03	0
5966129000172	2016-07	0
10506933000109	2016-11	1
24303795000256	2016-11	0
7837564000122	2017-01	0
11805656000106	2016-10	0
19738176000173	2016-08	0
7839978000190	2016-11	0
26112948000122	2016-09	0
12012801000156	2017-03	0
414517000127	2017-04	0
6192188000101	2017-04	0
20038417000150	2017-03	1
3359204000101	2017-06	0
20554003000184	2016-10	0
17441001000174	2017-06	0
79169082000152	2017-05	0
21802257000137	2017-06	0
20459379000100	2017-04	0
21716769000180	2017-05	0
8589289000138	2017-01	0
11779927000198	2017-01	1
17312390000138	2016-12	0
10951138000120	2017-03	0
41095001000144	2017-04	1
24842488000162	2016-10	0
11158438000119	2017-01	0
1021094000148	2016-12	0
5608134000103	2017-06	0
8713903000121	2016-09	1
20765900000137	2016-10	0
24714083000149	2016-11	0
3739382000168	2017-03	0
16714499000139	2017-05	0
9453133000198	2016-10	0
11413017000197	2016-08	0
12987330000100	2017-02	0
16699345000115	2017-03	0
22945410000148	2016-12	0
9365069000193	2016-08	0
18649742000108	2016-11	0
9587002000101	2017-02	0
18289725000107	2017-04	0
10669766000117	2017-01	0
3000076000105	2017-04	1
8980313000165	2017-01	0
11561918000126	2016-09	1
18423853000100	2016-09	0
5259538000139	2017-03	0
25259071000134	2017-04	0
17830048000120	2016-11	1
15037999000110	2017-02	0
7965446000108	2016-12	1
17266371000112	2016-11	0
11677198000169	2016-12	0
18321347000100	2016-09	0
23560838000135	2017-05	0
10230719000172	2016-11	1
16906090000114	2016-11	0
21528570000129	2016-08	0
10308977000124	2017-05	0
4258864000169	2017-03	0
17761783000129	2016-07	0
11286290000106	2017-03	0
5329000226	2017-03	0
10214800000169	2016-09	0
22959304000113	2017-05	1
8815445000131	2016-12	0
2695606000114	2016-12	0
13173494000158	2016-11	1
4877578000181	2017-03	0
24205760000101	2016-09	0
26075158000114	2016-08	1
23170985000107	2017-03	0
22272893000167	2016-09	0
32061277000110	2016-12	0
7812589000252	2017-06	0
19559292000125	2017-05	0
10835400000170	2017-04	0
2245329000148	2016-09	0
3298088000168	2017-04	0
20147967000108	2017-03	0
25974686000142	2017-01	0
14855921000140	2016-07	0
26697872000144	2017-01	0
24897078000119	2016-09	0
3769450000131	2017-05	0
20142764000129	2016-10	0
5676257000181	2016-10	0
84925783000104	2017-01	0
10596362000140	2017-03	0
12838059000132	2017-03	0
10550252000148	2017-06	0
18458237000186	2016-11	0
22683030000182	2017-01	0
4392947000146	2017-01	0
24504868000197	2016-12	0
1981286000104	2016-11	0
11079631000164	2017-05	0
22052432000189	2017-03	0
14371313000160	2017-05	0
21961675000177	2017-01	0
14173015000166	2016-10	0
8100116000295	2017-06	0
17319916000101	2016-08	0
20892005000183	2016-09	0
16753965000195	2017-02	0
2416086000163	2017-03	0
12714316000124	2016-11	0
3361816000139	2016-12	0
2825569000111	2016-11	0
9407903000166	2016-11	0
9154638000151	2017-04	0
2367121000100	2017-05	0
76839984000160	2017-05	0
7681223000100	2017-05	0
24166576000191	2016-10	1
4711052000127	2017-01	0
11450489000110	2017-02	0
17618988000150	2016-08	0
88124375000104	2017-03	0
24534986000148	2017-01	0
8497353000150	2016-07	0
4742825000132	2017-01	0
20951241000123	2016-10	0
18867208000178	2016-12	0
3479026000152	2016-11	0
24997257000128	2016-09	1
26666590000180	2016-07	0
20183571000116	2016-09	0
21707960000166	2016-10	0
1708685000198	2016-09	0
25989175000102	2017-04	0
6100514000103	2016-09	0
22730967000161	2017-01	0
26734117000192	2017-03	0
17969060000110	2016-12	0
7601691000128	2016-10	0
21286324000108	2016-11	0
11414796000145	2016-10	0
72331689000148	2017-02	0
26371897000153	2017-06	0
4454057000111	2017-05	0
5105599000141	2016-12	0
4714456000174	2016-12	1
2019652000101	2016-08	0
13717334000122	2016-11	0
19223567000155	2016-12	0
26084075000191	2016-09	0
11350960000106	2016-12	0
14864351000155	2017-04	0
2880476000190	2016-12	0
61448726000186	2016-10	0
4589952000143	2016-08	0
25062681000143	2017-05	0
19245820000171	2016-08	0
6266477000108	2016-10	0
7379535000164	2016-10	1
2130597000114	2016-07	0
24483623000120	2017-01	0
24792359000107	2016-12	0
7984267000100	2017-05	1
23295204000100	2016-08	0
12025677000163	2017-01	1
3122270000163	2016-12	0
14990229000125	2017-04	0
2121572000154	2017-03	0
2923569000154	2017-01	0
18571666000165	2016-08	0
13492685000182	2017-04	0
9008723000101	2017-04	0
2028716000122	2016-08	0
60652310000112	2017-02	0
290619000188	2016-09	0
3666627000174	2016-12	0
24822335000153	2017-03	1
15737415000110	2017-01	0
10996524000138	2016-10	0
11178994000157	2016-08	0
8049966000125	2016-10	0
17231458000154	2017-03	0
16939111000106	2016-11	0
20357339000157	2016-09	0
2845217000128	2017-05	0
25969601000138	2017-06	0
19325085000106	2016-09	0
23236743000160	2016-09	0
4287927000105	2017-06	0
10406672000155	2017-03	1
5491836000150	2017-06	0
19055922000124	2017-02	0
21809871000120	2016-08	1
4781776000147	2017-03	0
13511026000146	2016-08	0
4363689000170	2017-03	0
11770173000105	2016-11	0
1447320000157	2017-06	0
20386941000112	2017-01	1
93801090000109	2016-08	0
4963895000110	2017-03	0
6185159000104	2017-06	0
24976167000150	2017-03	0
23680375000145	2017-05	0
16978047000164	2017-04	0
486905000113	2016-10	0
4624684000153	2017-03	0
10493845000110	2016-11	0
15761590000142	2017-04	0
7669707000134	2017-04	0
13378985000135	2016-11	0
7174296000106	2017-02	0
13840184000140	2017-01	0
2998678000130	2016-10	0
23457052000197	2017-01	0
15281323000178	2017-01	0
3530401000141	2016-11	0
11484130000163	2017-04	0
67329961000115	2016-12	0
7718688000199	2016-11	0
17171437000190	2016-07	0
19165762000176	2017-05	0
13834116000178	2017-05	0
62719653000182	2017-05	0
24585076000194	2017-03	0
48899611000140	2016-07	0
11230322000143	2017-04	0
3104112000180	2017-01	0
1582703000138	2017-04	1
22798376000126	2016-09	0
1445958000159	2017-02	0
2989602000149	2016-09	0
9449193000137	2016-09	0
24591136000181	2016-08	0
24271773000170	2016-10	0
43354307000101	2016-08	1
41312067000149	2017-05	0
7373067000110	2017-06	0
16675367000145	2016-09	0
11994673000120	2016-11	0
2859341000142	2016-11	0
7973007000139	2017-04	0
27169695000196	2017-01	0
27253032000155	2016-09	1
23604964000144	2016-12	0
256618000117	2017-02	0
24913680000283	2016-08	0
96627351000104	2016-07	1
24277400000107	2017-05	0
2032518000132	2016-08	0
23716279000100	2016-11	0
24477497000100	2017-03	0
53673562000162	2017-02	0
8790570000134	2017-06	0
6250546000187	2017-01	0
7910361000114	2017-05	0
22716075000106	2016-11	0
35424282000139	2016-09	0
5570839000189	2016-07	0
8537878000172	2016-10	0
23473139000158	2017-01	0
15359390000168	2016-08	0
501591000180	2016-09	0
21367775000170	2016-08	0
1190924000160	2017-06	0
1049736000117	2016-12	0
10862446000189	2016-12	0
18780053000138	2017-01	0
10400338000194	2017-03	0
4421060000139	2016-12	0
9606788000159	2017-04	0
6163777000153	2017-01	0
4653699000140	2017-04	0
2947326000156	2017-04	0
15582724000168	2016-10	0
1867622000427	2017-06	0
24576668000140	2017-03	0
41040742000128	2016-10	0
8170570000131	2017-03	0
13995009000121	2016-08	0
20248810000179	2016-12	0
7113147000137	2016-08	0
20274614000179	2016-11	0
6910634000168	2016-07	1
14868165000194	2016-11	0
75383687000190	2017-03	0
3008701000165	2016-07	0
2139346000109	2016-08	0
3058631000150	2016-11	0
10876232000161	2017-05	0
14653920000113	2017-02	0
16752717000120	2016-08	0
10929801000190	2016-12	0
24440797000106	2016-12	0
24326188000120	2017-06	0
44221554000194	2016-08	0
18552784000126	2017-03	0
27352414000136	2016-12	1
61588869000193	2016-12	0
6033597000157	2016-09	0
694778000148	2017-01	0
4225103000100	2017-04	0
9127380000102	2017-05	0
79645404000192	2016-09	0
15549510000190	2017-02	1
20311486000196	2016-12	0
19024385000155	2017-03	0
8156905000167	2016-10	0
20373851000197	2016-08	0
1445933000155	2016-10	0
28223386000110	2017-01	0
13442509000136	2016-12	0
18173515000159	2016-10	0
7336147000104	2016-12	0
5195721000118	2017-04	0
7605510000131	2016-10	0
20156844000133	2016-12	0
18986588000160	2016-08	0
26382132000119	2017-01	0
6037959000188	2017-04	0
39548136000176	2017-03	0
17267999000132	2016-12	0
24070135000191	2016-07	1
17145221000150	2017-02	0
2238702000214	2016-12	0
17112910000169	2017-04	0
87013447000183	2016-08	0
22476307000104	2016-11	0
7909991000179	2017-03	0
72799026000152	2016-10	0
26478415000169	2017-02	0
62998505000144	2016-10	0
1550289000185	2016-08	0
23348566000104	2017-02	0
12741352000187	2017-02	0
24679435000172	2016-09	0
10464285000175	2017-05	0
23599359000122	2017-04	0
9813646000162	2016-11	0
5914798000109	2017-02	0
4829166000176	2016-09	0
28554244000135	2017-02	0
17709105000117	2016-12	0
20487752000136	2017-04	0
19632133000109	2017-04	1
22210842000100	2017-02	0
24465507000189	2017-01	0
21365980000104	2016-08	0
9106184000143	2017-02	0
61918264000113	2017-04	0
17027540000161	2016-12	0
9544509000170	2017-06	0
18060191000142	2017-06	0
35453679000159	2016-09	0
27178503000108	2016-07	0
7161416000130	2017-01	0
18528465000185	2016-10	0
5077764000107	2016-08	1
56790470000150	2016-09	0
43060169000140	2016-08	0
5680614000185	2016-08	0
15175754000150	2017-02	0
14232419000183	2017-03	0
